id,key,value,type
263472490,city,Bengaluru,addr
263472490,postcode,560102,addr
263472490,street,27Th Main,addr
263472490,amenity,bank,regular
263472490,atm,yes,regular
263472490,brand,ICICI,regular
263472490,wikidata,Q1653258,brand
263472490,name,ICICI Bank,regular
263472490,en,ICICI Bank,name
263472490,kn,ಐಸಿಐಸಿಐ ಬ್ಯಾಂಕ್,name
263472490,short_name,ICICI,regular
263472490,website,https://www.icicibank.com,regular
263472490,wikidata,Q1653258,regular
263472490,wikipedia,en:ICICI Bank,regular
263472498,amenity,bank,regular
263472498,name,Karnataka Bank,regular
263472498,kn,ಕರ್ಣಾಟಕ ಬ್ಯಾಂಕ್,name
263472508,amenity,school,regular
263472508,name,Angel Heart Montessori Play School,regular
263472508,kn,ಅಂಜೆಲ್ ಹಾರ್ಟ್ ಮಂಟೆಸ್ಸರಿ ಶಾಲೆ,name
263871101,created_by,JOSM,regular
264129302,traffic_calming,hump,regular
264129314,traffic_calming,hump,regular
264129354,traffic_calming,hump,regular
264139955,created_by,JOSM,regular
264139956,created_by,JOSM,regular
264139957,created_by,JOSM,regular
264139958,created_by,JOSM,regular
264339284,highway,crossing,regular
264339284,name,Haralur Junction,regular
264339284,kn,ಹರಳೂರು ಜಂಕ್ಷನ್,name
266313990,created_by,JOSM,regular
266314039,created_by,JOSM,regular
266323140,bench,yes,regular
266323140,bus,yes,regular
266323140,covered,yes,regular
266323140,highway,bus_stop,regular
266323140,name,Agara,regular
266323140,en,Agara,name
266323140,kn,ಅಗರ,name
266323140,network,BMTC,regular
266323140,operator,BMTC,regular
266323140,passenger_information_display,no,regular
266323140,public_transport,platform,regular
266323140,ref,BGS0044,regular
266323140,shelter,yes,regular
266323140,surface,paving_stones,regular
266323169,amenity,bank,regular
266323169,wikidata,Q2003797,brand
266323169,wikipedia,en:Bank of Baroda,brand
266323169,name,Bank of Baroda,regular
266323169,en,Bank of Baroda,name
266323169,kn,ಬ್ಯಾಂಕ್ ಆಫ್ ಬರೊಡಾ,name
266323169,short_name,BoB,regular
266323169,website,http://www.bankofbaroda.com,regular
266324684,street,Outer Ring Road,addr
266324684,name,Gangothri Residency,regular
266324684,kn,ಗಂಗೋತ್ರಿ ರೆಸಿಡೆನ್ಸಿ,name
266324684,tourism,hotel,regular
266324687,street,Outer Ring Road,addr
266324687,name,Ringview Residency,regular
266324687,kn,ರಿಂಗ್ ವೀವ್ ರೆಸಿಡೆನ್ಸಿ ,name
266324687,tourism,hotel,regular
266472521,amenity,telephone,regular
266472521,created_by,Potlatch 0.9a,regular
266472548,amenity,telephone,regular
266472548,created_by,Potlatch 0.9a,regular
266472673,created_by,Potlatch 0.9a,regular
266472673,name,Priti Departmental Store,regular
266472673,shop,convenience,regular
266472732,created_by,Potlatch 0.9a,regular
266472732,name,Adeshwara Electronics,regular
266472732,shop,electronics,regular
266472834,name,I-gate optic vision,regular
266472834,shop,optics,regular
266735173,traffic_calming,hump,regular
266737793,traffic_calming,hump,regular
266737808,traffic_calming,hump,regular
266865270,crossing,traffic_signals,regular
266865270,highway,traffic_signals,regular
267212842,bench,no,regular
267212842,bus,yes,regular
267212842,highway,bus_stop,regular
267212842,name,Bellanduru Gate,regular
267212842,kn,ಬೆಳ್ಳಂದೂರು ಗೇಟ್,name
267212842,operator,Bengaluru Metropolitan Transport Corporation,regular
267212842,passenger_information_display,no,regular
267212842,public_transport,platform,regular
267212842,shelter,no,regular
267212842,surface,paving_stones,regular
267212843,amenity,bank,regular
267212843,atm,yes,regular
267212843,brand,HDFC,regular
267212843,wikidata,Q631047,brand
267212843,wikipedia,en:HDFC Bank,brand
267212843,drive_through,no,regular
267212843,level,0,regular
267212843,name,HDFC Bank,regular
267212843,kn,ಎಚ್ ಡಿ ಎಫ್ ಸಿ,name
267212843,short_name,HDFC,regular
267212843,website,https://www.hdfcbank.com,regular
269842787,barrier,gate,regular
269842787,name,EGL Security,regular
274576337,created_by,JOSM,regular
274576350,created_by,JOSM,regular
274576360,created_by,JOSM,regular
274576366,created_by,JOSM,regular
274576371,created_by,JOSM,regular
274576376,created_by,JOSM,regular
274576393,created_by,JOSM,regular
274576400,created_by,JOSM,regular
274576552,created_by,JOSM,regular
274576579,created_by,JOSM,regular
286655206,highway,bus_stop,regular
286655206,name,Ramesh nagara,regular
286655206,kn,ರಮೇಶ್ ನಗರ,name
287911099,highway,traffic_signals,regular
287911537,highway,traffic_signals,regular
287912509,highway,traffic_signals,regular
292565243,junction,yes,regular
292565243,name,AET Junction,regular
292565769,highway,bus_stop,regular
292565769,name,Gunjuru Hosahalli,regular
292565769,kn,ಗುಂಜೂರು ಹೊಸಹಳ್ಳಿ,name
293709382,barrier,gate,regular
293711133,railway,level_crossing,regular
293713421,railway,buffer_stop,regular
293714641,railway,switch,regular
295432839,railway,level_crossing,regular
298815411,bus,yes,regular
298815411,name,Domlur Flyover,regular
298815411,en,Domlur Flyover,name
298815411,network,BMTC,regular
298815411,operator,BMTC,regular
298815411,public_transport,stop_position,regular
298830710,highway,traffic_signals,regular
298830710,note,ts both sides,regular
298830788,highway,traffic_signals,regular
298830842,highway,traffic_signals,regular
298830842,junction,yes,regular
298830842,name,Manipal Hospital Junction,regular
298831024,highway,bus_stop,regular
298831024,local_ref,HAL,regular
298831024,name,Helicopter Division,regular
298831024,wheelchair,no,regular
298831052,highway,traffic_signals,regular
301350890,highway,traffic_signals,regular
303933269,bench,yes,regular
303933269,bus,yes,regular
303933269,covered,yes,regular
303933269,highway,bus_stop,regular
303933269,local_ref,KORAMANAGALA,regular
303933269,name,John Fowler,regular
303933269,en,John Fowler,name
303933269,network,BMTC,regular
303933269,operator,BMTC,regular
303933269,public_transport,platform,regular
303933269,shelter,yes,regular
303933282,bench,yes,regular
303933282,bus,yes,regular
303933282,highway,bus_stop,regular
303933282,local_ref,KORAMANAGALA,regular
303933282,name,Koramangala,regular
303933282,kn,ಕೋರಮಂಗಲ,name
303933282,public_transport,platform,regular
303933282,shelter,yes,regular
303933809,amenity,bank,regular
303933809,wikidata,Q1340361,brand
303933809,wikipedia,en:State Bank of India,brand
303933809,name,State Bank of India,regular
303933809,kn,ಭಾರತೀಯ ಸ್ಟೇಟ್ ಬ್ಯಾಂಕ್,name
303933809,short_name,SBI,regular
304277418,highway,traffic_signals,regular
304771894,highway,traffic_signals,regular
306074373,highway,traffic_signals,regular
306585721,street,Mahayogi Vemana Road,addr
306585721,amenity,restaurant,regular
306585721,name,Sukh Sagar,regular
306585721,kn,ಸುಖ್ ಸಾಗರ,name
306594280,highway,traffic_signals,regular
306619786,city,Bengaluru,addr
306619786,housenumber,248,addr
306619786,postcode,560102,addr
306619786,street,"19Th Main, 15Th Cross, Near Nilgiris Super Store, Sector 4, HSR Layout",addr
306619786,amenity,restaurant,regular
306619786,cuisine,regional,regular
306619786,delivery,yes,regular
306619786,name,Mumbai Tiffin,regular
306619786,opening_hours,"8:00 to 11:00 , 12:00 to 15:30 , 19:00 to 22:30",regular
306619786,smoking,no,regular
306619786,takeaway,yes,regular
307388552,junction,yes,regular
307388552,name,Dommasandra Circle,regular
307388552,kn,ದೊಮ್ಮಸಂದ್ರ ವೃತ್ತ,name
307401529,city,"Belandur, Bangalore",addr
307401529,full,"74/1, Bellandur, Ring Road, Varthur",addr
307401529,housenumber,74/1,addr
307401529,postcode,560037,addr
307401529,state,Karnataka,addr
307401529,street,Outer Ring Road,addr
307401529,amenity,hospital,regular
307401529,email,whitefield@theapolloclinic.com,regular
307401529,name,Apollo Hospital,regular
307401529,kn,ಅಪೊಲೋ ಆಸ್ಪತ್ರೆ,name
307401529,phone,+91-80-40222555,regular
307401529,website,http://www.apolloclinicbangalore.com/,regular
307401529,wheelchair,yes,regular
307404566,highway,traffic_signals,regular
307407594,amenity,police,regular
307407594,name,Madiwala Police Station,regular
307407594,kn,ಮಡಿವಾಳ ಆರಕ್ಷಕ ಠಾಣೆ,name
307937880,highway,bus_stop,regular
307937880,name,"K K School, Varturu",regular
307938594,highway,bus_stop,regular
307938594,local_ref,VARTURU,regular
307938594,name,Varthuru,regular
307938594,kn,ವರ್ತೂರು,name
308866071,street,Outer Ring Road,addr
308866071,amenity,hospital,regular
308866071,name,Narayana Hrudayalaya Dental Clinic,regular
308866071,kn,ನಾರಾಯಣ ಹೃದಯಾಲಯ ದಂತ ಆಸ್ಪತ್ರೆ,name
308866083,street,Outer Ring Road,addr
308866083,amenity,bank,regular
308866083,atm,yes,regular
308866083,wikidata,Q1340361,brand
308866083,wikipedia,en:State Bank of India,brand
308866083,name,State Bank of India,regular
308866083,kn,ಭಾರತೀಯ ಸ್ಟೇಟ್ ಬ್ಯಾಂಕ್,name
308866083,short_name,SBI,regular
308866083,website,https://www.sbi.co.in,regular
308915754,crossing,traffic_signals,regular
308915754,highway,traffic_signals,regular
309592695,highway,traffic_signals,regular
309690273,amenity,atm,regular
309690273,created_by,Potlatch 0.10f,regular
309690273,name,IDBI ATM,regular
312503506,amenity,restaurant,regular
312503506,food,veg,regular
312503506,name,Shanti Sagar,regular
312503506,kn,ಶಾಂತಿ ಸಾಗರ,name
312504711,name,Family Mall,regular
312504711,opening_hours,"Mo-Su,PH 08:00-22:00",regular
312504711,shop,supermarket,regular
312504777,name,Spencers Express,regular
312504777,shop,supermarket,regular
312504798,created_by,Potlatch 0.10f,regular
312504798,name,More,regular
312504798,kn,ಮೋರ್,name
312504798,opening_hours,"Mo-Su,PH 09:00-21:00",regular
312504798,shop,supermarket,regular
312504927,amenity,fast_food,regular
312504927,food,veg,regular
312504927,name,Srinidhi Sagar,regular
312504927,kn,ಶ್ರೀನಿಧಿ ಸಾಗರ,name
312506295,shop,supermarket,regular
312507443,amenity,pharmacy,regular
312507443,created_by,Potlatch 0.10f,regular
312507653,amenity,pharmacy,regular
312508904,street,100 Feet Road,addr
312508904,amenity,restaurant,regular
312508904,name,Nandhini,regular
312508904,kn,ನಂದಿನಿ,name
312508904,wheelchair,no,regular
312509585,street,HAL Airport Road,addr
312509585,amenity,atm,regular
312509585,name,Axis Bank ATM,regular
312509585,opening_hours,24/7,regular
312595359,amenity,fast_food,regular
312595359,name,Pizza Hut,regular
312595359,kn,ಪಿಜಾ ಹಟ್,name
312595492,amenity,restaurant,regular
312595492,name,Nandhana,regular
312595492,kn,ನಂದನ,name
312599850,amenity,post_office,regular
312599850,name,Domlur Post office,regular
312599850,kn,ದೊಮಲೂರು ಅಂಚೆ ಕಚೇರಿ,name
312599850,postal_code,560071,regular
312600161,amenity,public_building,regular
312600161,name,BWSSB Office,regular
312832762,created_by,Potlatch 0.10f,regular
312832762,shop,bicycle,regular
312835604,street,100 Feet Road S K Karim Khan Road,addr
312835604,alt_name,Kentucky Fried Chicken,regular
312835604,amenity,fast_food,regular
312835604,brand,KFC,regular
312835604,wikidata,Q524757,brand
312835604,wikipedia,en:KFC,brand
312835604,cuisine,chicken,regular
312835604,vegetarian,yes,diet
312835604,name,KFC,regular
312835604,takeaway,yes,regular
312835604,wheelchair,no,regular
315208341,highway,traffic_signals,regular
315208342,designation,Ejipur Signal,regular
315208342,highway,traffic_signals,regular
315524768,amenity,bank,regular
315524768,atm,yes,regular
315524768,name,Vijaya Bank,regular
315524768,kn,ವಿಜಯ ಬ್ಯಾಂಕು,name
316111336,amenity,bank,regular
316111336,atm,yes,regular
316111336,wikidata,Q2004078,brand
316111336,wikipedia,en:Union Bank of India,brand
316111336,name,Union Bank of India,regular
316111336,en,Union Bank of India,name
316111336,kn,ಯೂನಿಯನ್ ಬ್ಯಾಂಕ್,name
316111336,short_name,UBI,regular
316111336,website,https://www.unionbankofindia.co.in/,regular
316478252,highway,traffic_signals,regular
316480100,amenity,fuel,regular
316480100,operator,Indian Oil,regular
316481071,railway,switch,regular
316993736,street,HAL Airport Road,addr
316993736,amenity,fuel,regular
316993736,name,Indian Oil,regular
316993736,kn,ಇಂಡಿಯನ್ ಆಯಿಲ್,name
316993744,street,HAL Airport Road,addr
316993744,amenity,atm,regular
316993744,name,Kotak Bank,regular
316993745,street,HAL Airport Road,addr
316993745,amenity,atm,regular
316993745,name,Citi Bank,regular
316993745,opening_hours,24/7,regular
316993808,amenity,parking,regular
316993808,created_by,Potlatch 0.10f,regular
316995046,street,HAL Airport Road,addr
316995046,amenity,pharmacy,regular
316995046,name,Ashwin Pharma,regular
316996413,amenity,pharmacy,regular
316996413,name,MedPlus,regular
316996413,kn,ಮೆಡ್ ಪ್ಲಸ್,name
316996472,amenity,pharmacy,regular
316996472,created_by,Potlatch 0.10f,regular
316996475,amenity,pharmacy,regular
316996475,created_by,Potlatch 0.10f,regular
316996550,amenity,pharmacy,regular
316997347,bus,yes,regular
316997347,highway,bus_stop,regular
316997347,name,Kodihalli,regular
316997347,kn,ಕೊಡಿಹಳ್ಳಿ,name
316997347,public_transport,platform,regular
316997347,wheelchair,limited,regular
316999234,street,Paramahansa Yogananda Road,addr
316999234,amenity,restaurant,regular
316999234,name,Bhagini,regular
316999234,kn,ಭಾಗಿನಿ,name
316999364,street,Indiranagar Double Road,addr
316999364,amenity,restaurant,regular
316999364,name,Subway,regular
316999477,amenity,pharmacy,regular
316999477,brand,Apollo Pharmacy,regular
316999477,wikidata,Q62562612,brand
316999477,healthcare,pharmacy,regular
316999477,name,Apollo Pharmacy,regular
316999477,kn,ಅಪೊಲೋ ಫಾರ್ಮಸಿ,name
320629105,barrier,bollard,regular
324699383,traffic_calming,yes,regular
325106931,highway,bus_stop,regular
325106931,local_ref,WHITEFIELD,regular
325106931,name,KTPO,regular
325156622,bus,yes,regular
325156622,highway,bus_stop,regular
325156622,name,Domlur Herohonda Stop,regular
325156622,kn,ಡೊಮಲೂರು ಹಿರೊಹೊಂಡ,name
325156622,public_transport,platform,regular
325196052,highway,bus_stop,regular
325196052,name,Graphite India,regular
325196052,kn,ಗ್ರಾಫೈಟ್ ಇಂಡಿಯ,name
325196483,traffic_calming,bump,regular
325196488,traffic_calming,bump,regular
325201516,access,yes,regular
325201516,entrance,main,regular
325203929,street,Graphite India Road,addr
325203929,amenity,atm,regular
325203929,name,Standard Chartered,regular
325204244,highway,bus_stop,regular
325204244,local_ref,GARUDACHAR PALYA,regular
325204244,name,Bhoruka Steel,regular
331145313,barrier,gate,regular
333512357,highway,bus_stop,regular
333512357,local_ref,MARUTHI SEVA NAGARA,regular
333512357,name,Sathyanagara,regular
333512357,kn,ಸತ್ಯಾನಗರ,name
333512485,highway,bus_stop,regular
333512485,local_ref,MARUTHI SEVA NAGARA,regular
333512485,name,Old Bayappanahalli,regular
340406557,highway,bus_stop,regular
340406557,local_ref,SADANANDA NAGARA,regular
340406557,name,NGEF Ground,regular
343316186,highway,traffic_signals,regular
343316188,highway,traffic_signals,regular
343322679,highway,traffic_signals,regular
343322985,traffic_calming,hump,regular
343322987,traffic_calming,hump,regular
343322996,traffic_calming,bump,regular
343324577,bus,yes,regular
343324577,highway,bus_stop,regular
343324577,name,LRDE,regular
343324577,public_transport,platform,regular
347261841,junction,yes,regular
347261841,name,BR Ambedkar Circle,regular
347261886,is_in,Bangalore,regular
347261886,name,Domlur,regular
347261886,kn,ದೊಮ್ಮಲೂರು,name
347261886,place,suburb,regular
347261886,wikidata,Q3595289,regular
347262164,is_in,Bangalore,regular
347262164,name,Kodihalli,regular
347262164,kn,ಕೋಡಿಹಳ್ಳಿ,name
347262164,place,suburb,regular
347998968,highway,bus_stop,regular
347998968,local_ref,PANATHURU,regular
347998968,name,Panathuru Dinne,regular
347998968,kn,ಪಣತೂರು ದಿನ್ನೆ,name
348036175,highway,traffic_signals,regular
348036175,direction,forward,traffic_signals
355427675,highway,traffic_signals,regular
355427675,traffic_signals,signal,regular
355427677,highway,traffic_signals,regular
355427677,traffic_signals,signal,regular
363758557,street,Mahayogi Vemana Road,addr
363758557,amenity,post_office,regular
363758557,name,St Johns Post Office,regular
377219489,alt_name,ವೈಟ್ ಫೀಲ್ಡ್,regular
377219489,int_name,Whitefield,regular
377219489,city,Bengaluru,is_in
377219489,name,Whitefield,regular
377219489,kn,ವೈಟ್‌ಫೀಲ್ಡ್‌,name
377219489,old_name,Whitefield,regular
377219489,place,town,regular
377219489,wikidata,Q5321082,regular
378717492,city,Bengaluru,is_in
378717492,name,Brookefields,regular
378717492,kn,ಬ್ರೂಕ್ ಫೀಲ್ಡ್ಸ್,name
378717492,place,suburb,regular
378717492,wikidata,Q4974507,regular
413363132,city,Bengaluru,addr
413363132,street,ITPL Main Road,addr
413363132,amenity,restaurant,regular
413363132,cuisine,indian,regular
413363132,name,M M A Kababs,regular
413368455,city,Marathhalli,addr
413368455,housenumber,35/1 C,addr
413368455,postcode,560037,addr
413368455,street,"Munekolalu Village, Varthur Hobli, Bangalorevarthur Road",addr
413368455,cuisine,ice_cream,regular
413368455,phone,+91 80 28495444; +91 9880851151; +91 9900131280,regular
413368455,website,http://www.cornerhouse.in/,regular
413368456,housenumber,35/1A,addr
413368456,postcode,560037,addr
413368456,street,Varthur Road,addr
413368456,cuisine,chinese,regular
413368456,phone,+91-80-28540039,regular
413369368,name,New Frosties,regular
413369368,shop,butcher,regular
414032162,amenity,fuel,regular
414032162,name,HP Auto Care,regular
414033325,highway,bus_stop,regular
414033325,local_ref,C.V.RAMAN NAGARA,regular
414033325,name,DRDO LCA POINT,regular
414036211,highway,bus_stop,regular
414036211,local_ref,KAGADASAPURA,regular
414036211,name,Kaggadasapura,regular
414036211,kn,ಕಗ್ಗದಾಸಪುರ,name
414077705,name,Motorola,regular
414077705,kn,ಮೊಟೊರೊಲ,name
414077705,office,company,regular
414078125,name,Samsung Software,regular
414078125,office,company,regular
414404832,bus,yes,regular
414404832,highway,bus_stop,regular
414404832,name,Konena Agrahara,regular
414404832,kn,ಕೊನೆನ ಅಗ್ರಹಾರ,name
414404832,public_transport,platform,regular
414418901,name,Food Palace,regular
414418901,en,Family Mall,name
414418901,shop,supermarket,regular
419809381,power,tower,regular
423744888,street,Chinmaya Mission Hospital Road,addr
423744888,amenity,restaurant,regular
423744888,brand,Pizza Hut,regular
423744888,wikidata,Q191615,brand
423744888,wikipedia,en:Pizza Hut,brand
423744888,cuisine,pizza,regular
423744888,vegetarian,yes,diet
423744888,name,Pizza Hut,regular
423744888,kn,ಪಿಟ್ಸ ಹಟ್,name
423744888,wheelchair,no,regular
423744924,street,100 Feet Roads K Karim Khan Road,addr
423744924,amenity,cafe,regular
423744924,brand,Cafe Coffee Day,regular
423744924,wikidata,Q5017235,brand
423744924,wikipedia,en:Café Coffee Day,brand
423744924,cuisine,coffee_shop,regular
423744924,name,Cafe Coffee Day,regular
423744924,kn,ಕಫೆ ಕಾಫಿ ಡೇ,name
423744924,takeaway,yes,regular
428847118,name,Trinity,regular
428847118,kn,ಟ್ರಿನಿಟಿ,name
428847118,network,Namma Metro,regular
428847118,operator,BMRCL,regular
428847118,platforms,2,regular
428847118,public_transport,stop_position,regular
428847118,version,2,public_transport
428847118,source,http://www.bmrc.co.in/English/Network.htm,regular
428847118,subway,yes,regular
428847118,wheelchair,yes,regular
428847118,wikidata,Q5539214,regular
428847118,wikipedia,en:Trinity metro station,regular
429918282,is_in,Bengaluru,regular
429918282,name,Koramangala,regular
429918282,kn,ಕೋರಮಂಗಲ,name
429918282,place,suburb,regular
429921854,name,Vivek Nagar,regular
429921854,kn,ವಿವೇಕನಗರ,name
429921854,place,neighbourhood,regular
429921855,is_in,Bengaluru,regular
429921855,name,Ejipura,regular
429921855,kn,ಈಜಿಪುರ,name
429921855,kn:iso15919,Ījipura,name
429921855,place,suburb,regular
430051518,is_in,Bengaluru,regular
430051518,name,Cox Town,regular
430051518,kn,ಕಾಕ್ಸ್ ಟೌನ್,name
430051518,official_name,Jeevanahalli,regular
430051518,kn,ಜೀವವನಹಳ್ಳಿ,official_name
430051518,place,suburb,regular
430051518,wikidata,Q18750207,regular
430051518,wikipedia,"en:Cox Town, Bangalore",regular
431524247,name,Halasuru,regular
431524247,kn,ಹಲಸೂರು,name
431524247,network,Namma Metro,regular
431524247,operator,BMRCL,regular
431524247,platforms,2,regular
431524247,public_transport,stop_position,regular
431524247,version,2,public_transport
431524247,source,http://www.bmrc.co.in/English/Network.htm,regular
431524247,subway,yes,regular
431524247,wheelchair,yes,regular
431524247,wikidata,Q5641098,regular
431524247,wikipedia,en:Halasuru metro station,regular
431524344,crossing,traffic_signals,regular
431524344,highway,traffic_signals,regular
431524509,junction,yes,regular
431524509,name,Check Modu,regular
431610687,highway,mini_roundabout,regular
431610823,highway,bus_stop,regular
431610823,name,Kathalipalya,regular
431610823,kn,ಕತಾಳಿಪಾಳ್ಯ,name
431615617,barrier,gate,regular
431617355,railway,switch,regular
432501724,highway,traffic_signals,regular
432501735,highway,traffic_signals,regular
442065730,highway,traffic_signals,regular
442065763,junction,yes,regular
442065763,name,Marathahalli Bridge,regular
442065763,place,neighbourhood,regular
442068273,is_in,Bangalore,regular
442068273,name,Marathahalli,regular
442068273,kn,ಮಾರತಹಳ್ಳಿ,name
442068273,or,ମାରତହଳ୍ଳି,name
442068273,place,suburb,regular
442068820,is_in,Marthahalli,regular
442068820,name,Ashwath Nagar,regular
442068820,kn,ಅಶ್ವಥ ನಗರ,name
442068820,place,neighbourhood,regular
442068822,is_in,Marthahalli,regular
442068822,name,Hemanth Nagar,regular
442068822,kn,ಹೇಮಂತನಗರ,name
442068822,place,locality,regular
442068826,is_in,Marthahalli,regular
442068826,name,Ananda Nagara,regular
442068826,kn,ಆನಂದ ನಗರ,name
442068826,place,neighbourhood,regular
442075234,city,Bengaluru,is_in
